Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,1.887516975402832,1.887516975402832,1.7393690347671509,1.7832649946212769,1.226067066192627,559280
2000-01-04,1.8545949459075928,1.8545949459075928,1.711933970451355,1.7283949851989746,1.188341498374939,1511536
2000-01-05,1.711933970451355,1.711933970451355,1.6515779495239258,1.7009600400924683,1.1694787740707397,568392
2000-01-06,1.733881950378418,1.7997260093688965,1.7009600400924683,1.7997260093688965,1.2373850345611572,611677
2000-01-07,1.733881950378418,1.7832649946212769,1.733881950378418,1.7722909450531006,1.2185215950012207,1888566
2000-01-10,1.7558300495147705,1.7887519598007202,1.7448559999465942,1.7558300495147705,1.2072046995162964,389559
2000-01-11,1.7503429651260376,1.7997260093688965,1.7229080200195312,1.7283949851989746,1.188341498374939,436261
2000-01-12,1.7668039798736572,1.7668039798736572,1.6625510454177856,1.7229080200195312,1.184569001197815,431705
2000-01-13,1.6844990253448486,1.733881950378418,1.668038010597229,1.711933970451355,1.177024245262146,749503
2000-01-14,1.7009600400924683,1.7448559999465942,1.6790119409561157,1.6790119409561157,1.1543885469436646,576366
2000-01-18,1.6790119409561157,1.7311389446258545,1.6790119409561157,1.7064470052719116,1.1732515096664429,488658
2000-01-19,1.733881950378418,1.7668039798736572,1.6954729557037354,1.7229080200195312,1.184569001197815,592313
2000-01-20,1.7229080200195312,1.7229080200195312,1.6021950244903564,1.6296299695968628,1.120436668395996,850880
2000-01-21,1.6570639610290527,1.668038010597229,1.5802470445632935,1.5912209749221802,1.0940290689468384,1061606
2000-01-24,1.6131689548492432,1.6351170539855957,1.5692729949951172,1.6241430044174194,1.1166644096374512,410063
2000-01-25,1.6241430044174194,1.6241430044174194,1.492455005645752,1.492455005645752,1.0261238813400269,1307644
2000-01-26,1.5089160203933716,1.6351170539855957,1.5089160203933716,1.5747599601745605,1.082711100578308,541055
2000-01-27,1.5692729949951172,1.6351170539855957,1.5692729949951172,1.6021950244903564,1.101574182510376,1100334
2000-01-28,1.6131689548492432,1.6241430044174194,1.514402985572815,1.5418380498886108,1.0600757598876953,1301948
2000-01-31,1.514402985572815,1.5308640003204346,1.4485599994659424,1.5253770351409912,1.0487585067749023,1701759
2000-02-01,1.4705079793930054,1.514402985572815,1.4595340490341187,1.514402985572815,1.0412136316299438,1053633
2000-02-02,1.5034290552139282,1.536350965499878,1.492455005645752,1.514402985572815,1.0412136316299438,613955
2000-02-03,1.536350965499878,1.5747599601745605,1.4979419708251953,1.5089160203933716,1.0374410152435303,930614
2000-02-04,1.5253770351409912,1.5253770351409912,1.4705079793930054,1.492455005645752,1.0261238813400269,452208
2000-02-07,1.536350965499878,1.536350965499878,1.4485599994659424,1.4705079793930054,1.011033535003662,1142480
2000-02-08,1.4485599994659424,1.465021014213562,1.4156379699707031,1.4540469646453857,0.9997165203094482,522830
2000-02-09,1.4485599994659424,1.4485599994659424,1.3882030248641968,1.3882030248641968,0.95444655418396,1080970
2000-02-10,1.3827159404754639,1.3991769552230835,1.338819980621338,1.3607679605484009,0.9355830550193787,736973
2000-02-11,1.3278460502624512,1.4156379699707031,1.3278460502624512,1.3443069458007812,0.9242656230926514,992123
2000-02-14,1.4046640396118164,1.4101510047912598,1.3278460502624512,1.338819980621338,0.9204930067062378,2384058
2000-02-15,1.3717420101165771,1.3717420101165771,1.316872000694275,1.316872000694275,0.9054031372070312,3131283
2000-02-16,1.3497940301895142,1.3497940301895142,1.316872000694275,1.316872000694275,0.9054031372070312,825820
2000-02-17,1.3497940301895142,1.3497940301895142,1.3004120588302612,1.338819980621338,0.9204930067062378,5768213
2000-02-18,1.3333330154418945,1.3607679605484009,1.316872000694275,1.3443069458007812,0.9242656230926514,643570
2000-02-22,1.338819980621338,1.4705079793930054,1.3223589658737183,1.4101510047912598,0.9695361256599426,1251830
2000-02-23,1.4375859498977661,1.443073034286499,1.3662550449371338,1.3827159404754639,0.9506731629371643,1763269
2000-02-24,1.3772289752960205,1.3991769552230835,1.3717420101165771,1.3827159404754639,0.9506731629371643,518273
2000-02-25,1.3882030248641968,1.4705079793930054,1.3772289752960205,1.4375859498977661,0.9883981347084045,877078
2000-02-28,1.443073034286499,1.443073034286499,1.3772289752960205,1.4101510047912598,0.9695361256599426,882773
2000-02-29,1.4266120195388794,1.4266120195388794,1.3772289752960205,1.4101510047912598,0.9695361256599426,812152
2000-03-01,1.4046640396118164,1.4101510047912598,1.3552809953689575,1.3717420101165771,0.9431283473968506,4076705
2000-03-02,1.3607679605484009,1.4046640396118164,1.3607679605484009,1.3717420101165771,0.9431283473968506,501188
2000-03-03,1.3552809953689575,1.3772289752960205,1.316872000694275,1.3497940301895142,0.9280381798744202,379308
2000-03-06,1.3607679605484009,1.3607679605484009,1.338819980621338,1.3497940301895142,0.9280381798744202,420314
2000-03-07,1.316872000694275,1.3717420101165771,1.2949249744415283,1.3141289949417114,0.9035168290138245,1382822
2000-03-08,1.3113850355148315,1.316872000694275,1.2510290145874023,1.2839510440826416,0.8827685117721558,1076414
